DATE,SORTER TYPE,DATA TYPE,LENGTH,SWAPS,COMPARITIONS,NANO TIME
28/08/2016 23:57:08,SHELL,class java.lang.String,0,282,282,6376837
28/08/2016 23:57:08,SHELL,class java.lang.String,0,705,618,133013
28/08/2016 23:57:08,SHELL,class java.lang.String,0,1821,1654,282706
28/08/2016 23:57:08,SHELL,class java.lang.String,0,3178,2993,3254685
28/08/2016 23:57:08,SHELL,class java.lang.String,0,3178,2993,12448407
28/08/2016 23:57:08,SHELL,class java.lang.String,0,3493,3257,80787
28/08/2016 23:57:08,SHELL,class java.lang.String,0,4478,4178,272733
28/08/2016 23:57:08,SHELL,class java.lang.String,0,7598,7242,842191
28/08/2016 23:57:08,SHELL,class java.lang.String,0,7598,7242,4713842
28/08/2016 23:57:08,SHELL,class java.lang.Integer,0,6,6,55706
28/08/2016 23:57:08,SHELL,class java.lang.Integer,0,15,15,9456
28/08/2016 23:57:08,SHELL,class java.lang.Integer,0,15,15,8263977
28/08/2016 23:57:08,SHELL,class java.lang.Integer,0,29,23,11256
28/08/2016 23:57:08,SHELL,class java.lang.Integer,0,71,58,20113
28/08/2016 23:57:08,SHELL,class java.lang.Integer,0,71,58,3605745
28/08/2016 23:57:08,SHELL,class java.lang.Integer,0,81,65,8700
28/08/2016 23:57:08,SHELL,class java.lang.Integer,0,123,100,19009
28/08/2016 23:57:08,SHELL,class java.lang.Integer,0,123,100,640079
